Transfer Protocall,number of messages,data size (bytes),average time (s),average throughput (bytes / sec),dropped messages
tcp,262144,0.049417842,5304642.804920539,,
tcp,262144,0.050603148,5180389.172626177,,
tcp,262144,0.049570482,5288308.473579095,,
tcp,262144,0.050879777,5152223.839345837,,
tcp,262144,0.047797052,5484522.350876368,,
tcp,262144,0.044689395,5865910.693129769,,
tcp,262144,0.051720046,5068518.307195628,,
tcp,262144,0.049239712,5323832.925749038,,
tcp,262144,0.049023359,5347328.403180206,,
tcp,262144,0.050627651,5177881.944394378,,
tcp,262144,0.043195374,6068798.01526895,,
tcp,262144,0.049325094,5314617.342645105,,
tcp,262144,0.062772835,4176073.9338919455,,
tcp,262144,0.059622713,4396713.715459409,,
tcp,262144,0.058802845,4458015.594313506,,
