Transfer Protocall,number of messages,data size (bytes),average time (s),average throughput (bytes / sec),dropped messages
tcp,1024,0.002970051,344775.2243985036,,
tcp,1024,0.002969834,344800.41645425296,,
tcp,1024,0.003005641,340692.7174602689,,
tcp,1024,0.003088882,331511.5307091692,,
tcp,1024,0.004067091,251777.00720244518,,
tcp,1024,0.002972183,344527.9109664512,,
tcp,1024,0.002911004,351768.66812962125,,
tcp,1024,0.002953312,346729.36689384666,,
tcp,1024,0.003048052,335952.2737801061,,
tcp,1024,0.003039796,336864.7106582152,,
tcp,1024,0.002802519,365385.5691968547,,
tcp,1024,0.002883194,355161.671396375,,
tcp,1024,0.002774035,369137.3757000182,,
tcp,1024,0.003156923,324366.47963855945,,
tcp,1024,0.002793423,366575.34501577454,,
tcp,1024,0.003234951,316542.6616971942,,
tcp,1024,0.00280731,364761.9963595043,,
tcp,1024,0.002900396,353055.23797440075,,
tcp,1024,0.002989753,342503.2101314055,,
tcp,1024,0.003534816,289689.76037225133,,
tcp,1024,0.002552142,401231.59291293356,,
tcp,1024,0.002996295,341755.40125388186,,
tcp,1024,0.00307522,332984.30681382143,,
tcp,1024,0.003015041,339630.53902086243,,
tcp,1024,0.00295916,346044.1476635261,,
tcp,1024,0.002779384,368426.96079419035,,
udp,1,0.003667773,272.64500829249795,,
udp,1,0.001704528,586.6726741948504,,
udp,1,0.001831194,546.0917849228427,,
udp,1,0.002111675,473.55772076668995,,
udp,1,0.001906231,524.5953926885041,,
udp,1,0.001936739,516.3318340777978,,
udp,1,0.00200427,498.9347742569614,,
udp,1,0.002045431,488.8945166079912,,
udp,1,0.001934191,517.0120220805494,,
udp,1,0.001985326,503.6956147252391,,
udp,1,0.002045349,488.9141168573187,,
udp,1,0.001951996,512.2961317543684,,
udp,1,0.002105591,474.92604214208745,,
udp,1,0.001900528,526.1695697195727,,
udp,1,0.001980374,504.9551246380734,,
udp,1,0.001937886,516.0262265169365,,
udp,1,0.001458659,685.5611901068036,,
udp,1,0.002063181,484.6884495349657,,
udp,1,0.001933119,517.2987281176172,,
udp,1,0.001734038,576.6886308143189,,
udp,1,0.002137419,467.85398651364096,,
udp,1,0.001784699,560.3185747288478,,
udp,1,0.001696553,589.4304510380755,,
udp,1,0.002020521,494.9218543138131,,
udp,1,0.002196696,455.22912592365986,,
udp,1,0.002034878,491.4299530487823,,
udp,1,0.001993565,501.61394286115575,,
udp,1,0.002017673,495.62044989450715,,
udp,1,0.001919304,521.0222038822407,,
udp,1,0.002026044,493.57269634815435,,
udp,1,0.001983715,504.10467229415514,,
udp,1,0.002054639,486.70350363251157,,
udp,1,0.001957079,510.96557676005926,,
udp,1,0.002003186,499.20476680647727,,
udp,1,0.002025696,493.65748858663886,,
udp,1,0.001968404,508.0257914533805,,
udp,1,0.001872173,534.1386720137509,,
udp,1,0.001950123,512.7881677207027,,
udp,1,0.002116445,472.49042616273994,,
udp,1,0.001679364,595.463520713794,,
udp,1,0.001616836,618.4919187845892,,
udp,1,0.001784924,560.2479433298,,
udp,1,0.00195737,510.88961208151755,,
udp,1,0.001881823,531.3996055952127,,
udp,1,0.001706786,585.8965330158555,,
udp,1,0.001984457,503.9161846288431,,
udp,1,0.001913039,522.728496387162,,
udp,1,0.001957039,510.9760204063384,,
udp,1,0.002004923,498.77227205234317,,
udp,1,0.002034408,491.5434858691078,,
udp,1,0.001943299,514.5888512267027,,
udp,1,0.002018032,495.53228095491056,,
udp,1,0.002015837,496.0718550160554,,
udp,1,0.001976396,505.97147535210553,,
udp,1,0.002111582,473.57857757832755,,
udp,1,0.001895648,527.5240973007647,,
udp,1,0.002037951,490.6889321676527,,
udp,1,0.001949525,512.9454610738513,,
udp,1,0.002046978,488.5250354424913,,
udp,1,0.001927583,518.7844051332679,,
udp,1,0.001976791,505.8703727404668,,
udp,1,0.00152632,655.1706064259133,,
udp,1,0.001845573,541.8371421775242,,
udp,1,0.001651679,605.4445203940959,,
udp,64,0.002052237,31185.481988678694,,
udp,64,0.001848273,34626.919291684724,,
udp,64,0.002080722,30758.554001928176,,
udp,64,0.002030519,31519.03528112763,,
udp,64,0.001948292,32849.285425387985,,
udp,64,0.001970602,32477.385083340014,,
udp,64,0.002087664,30656.274189716354,,
udp,64,0.001952127,32784.75222155116,,
udp,64,0.002069501,30925.32934267729,,
udp,64,0.002008005,31872.430596537357,,
udp,64,0.001946684,32876.419593524166,,
udp,64,0.001921935,33299.773405448155,,
udp,64,0.002029022,31542.2898322443,,
udp,64,0.00197822,32352.316729180777,,
udp,64,0.002047317,31260.425229703073,,
udp,64,0.003159777,20254.593915963058,,
udp,64,0.002020633,31673.242988707003,,
udp,64,0.002001156,31981.514684512353,,
udp,64,0.00188766,33904.41075193626,,
udp,64,0.002018676,31703.94852863956,,
udp,64,0.002029846,31529.485488061655,,
udp,64,0.002089985,30622.229346143635,,
udp,64,0.001995711,32068.771480439806,,
udp,64,0.002021849,31654.193760265975,,
udp,64,0.001976268,32384.27176880868,,
udp,64,0.002081102,30752.937626315288,,
udp,64,0.00183272,34920.77349513292,,
udp,64,0.001963702,32591.503191421103,,
udp,64,0.002119269,30199.092234161875,,
udp,64,0.002533109,25265.395211970743,,
udp,64,0.001385394,46196.24453404591,,
udp,64,0.002088926,30637.753563314353,,
udp,64,0.001955965,32720.42188893973,,
udp,64,0.00192193,33299.86003652578,,
udp,64,0.002173845,29440.921500842975,,
udp,64,0.00191626,33398.39061505224,,
udp,64,0.002293806,27901.226171698916,,
udp,64,0.001575573,40620.14264016964,,
udp,64,0.001634869,39146.86742485178,,
udp,64,0.001706774,37497.641749874325,,
udp,64,0.001611042,39725.84203267202,,
udp,64,0.001890722,33849.50299409432,,
udp,64,0.001678457,38130.25892233164,,
udp,64,0.002140691,29896.888434622277,,
udp,64,0.001975438,32397.878343941953,,
udp,64,0.001981167,32304.19242799825,,
udp,64,0.001958401,32679.72187514202,,
udp,64,0.002035206,31446.448172813958,,
udp,64,0.00237951,26896.293774768754,,
udp,64,0.001990043,32160.109103170133,,
udp,64,0.002024842,31607.404429580187,,
udp,64,0.001967649,32526.126356885805,,
udp,64,0.002017905,31716.061955344776,,
udp,64,0.001963371,32596.99771464486,,
udp,64,0.001971232,32467.0054057564,,
udp,64,0.001703735,37564.52734726938,,
udp,64,0.002178387,29379.53632664903,,
udp,64,0.001870393,34217.407785422634,,
udp,64,0.001916278,33398.076896984676,,
udp,64,0.001586839,40331.75388303413,,
udp,64,0.001872948,34170.72978000457,,
udp,64,0.001884607,33959.334757856675,,
udp,64,0.002004621,31926.234435337155,,
udp,64,0.002001142,31981.738427357977,,
udp,1024,0.002225406,460140.75633839396,,
udp,1024,0.001903998,537815.6909828687,,
udp,1024,0.002002253,511423.88099805574,,
udp,1024,0.001995317,513201.66169084917,,
udp,1024,0.001951408,524749.3092167297,,
udp,1024,0.001945337,526386.9447812898,,
udp,1024,0.002092618,489339.191386101,,
udp,1024,0.001854283,552235.0148278337,,
udp,1024,0.001934046,529460.0025025258,,
udp,1024,0.002174188,470980.4303951636,,
udp,1024,0.001879883,544714.7508648145,,
udp,1024,0.001996159,512985.18805365707,,
udp,1024,0.001991062,514298.3995475781,,
udp,1024,0.002112439,484747.725259759,,
udp,1024,0.001928838,530889.5822251532,,
udp,1024,0.002080331,492229.36157755664,,
udp,1024,0.001978028,517687.31281862536,,
udp,1024,0.003063092,334302.724175441,,
udp,1024,0.00183184,559000.7860948555,,
udp,1024,0.001950167,525083.2364612877,,
udp,1024,0.00200615,510430.426438701,,
udp,1024,0.001824482,561255.1946251045,,
udp,1024,0.001966258,520786.18370529206,,
udp,1024,0.00191142,535727.3649956577,,
udp,1024,0.002032439,503828.1591723048,,
udp,1024,0.001979067,517415.52964098734,,
udp,1024,0.002120659,482868.7686233383,,
udp,1024,0.001882001,544101.7300203347,,
udp,1024,0.00202579,505481.81203382387,,
udp,1024,0.002047579,500102.80433624296,,
udp,1024,0.002045638,500577.3259980505,,
udp,1024,0.002259116,453274.6437101946,,
udp,1024,0.001720317,595239.1332527668,,
udp,1024,0.001993485,513673.2907446005,,
udp,1024,0.002071946,494221.37449528126,,
udp,1024,0.002007335,510129.1015201748,,
udp,1024,0.001916292,534365.3263698851,,
udp,1024,0.001993219,513741.8417143324,,
udp,1024,0.00314399,325700.78149103525,,
udp,1024,0.001901723,538459.0710634515,,
udp,1024,0.0019492,525343.7307613379,,
udp,1024,0.002082603,491692.3676764126,,
udp,1024,0.002196695,466154.83715308685,,
udp,1024,0.001825279,561010.1250274616,,
udp,1024,0.002114711,484226.92273317726,,
udp,1024,0.002033144,503653.4549446571,,
udp,1024,0.001865118,549026.9248379995,,
udp,1024,0.002022093,506405.9862726393,,
udp,1024,0.0021505,476168.3329458265,,
udp,1024,0.001892116,541193.034676521,,
udp,1024,0.002314924,442347.1353703189,,
udp,1024,0.0025986,394058.3391056723,,
udp,1024,0.001986086,515586.9383299615,,
udp,1024,0.003059447,334701.00969227444,,
udp,1024,0.002036512,502820.5087915024,,
udp,1024,0.001938731,528180.5469660308,,
udp,1024,0.001956957,523261.36956509517,,
udp,1024,0.002201664,465102.7586407372,,
udp,1024,0.002873757,356327.9706669701,,
udp,1024,0.002909714,351924.6221449943,,
udp,1024,0.002772815,369299.7910066124,,
udp,1024,0.001931979,530026.4650909767,,
udp,1024,0.00264197,387589.563848189,,
udp,1024,0.0018594,550715.2845003764,,
tcp,1024,0.002578587,397116.71547246614,,
tcp,1024,0.003344798,306147.0378779227,,
tcp,1024,0.002589342,395467.2654288232,,
tcp,1024,0.002744713,373080.90135471354,,
tcp,1024,0.002981495,343451.8588828759,,
tcp,1024,0.002995924,341797.7225056443,,
tcp,1024,0.003096222,330725.63918220333,,
tcp,1024,0.00347345,294807.7559774864,,
tcp,1024,0.004228387,242172.72449281486,,
tcp,1024,0.002783354,367901.4598933517,,
tcp,1024,0.002398801,426879.9287644119,,
tcp,1024,0.003053092,335397.6886382723,,
tcp,1024,0.002916495,351106.37940404494,,
tcp,1024,0.003066984,333878.4943123277,,
tcp,1024,0.00284369,360095.50970745756,,
tcp,1024,0.002888209,354544.97925877245,,
tcp,1024,0.003019855,339089.1284515316,,
tcp,1024,0.002870373,356748.060269519,,
tcp,1024,0.002849959,359303.4145403495,,
tcp,1024,0.002942687,347981.28377228027,,
tcp,1024,0.002852668,358962.20660798944,,
tcp,1024,0.003021566,338897.11493973655,,
tcp,1024,0.002392032,428087.91855627345,,
tcp,1024,0.002936626,348699.4939089962,,
tcp,1024,0.002868735,356951.75748195633,,
tcp,1024,0.003023484,338682.12962264725,,
tcp,1024,0.00310341,329959.62505759794,,
tcp,1024,0.002855494,358606.95207204076,,
tcp,1024,0.003083438,332096.8347669063,,
tcp,1024,0.002916662,351086.2760237559,,
tcp,1024,0.003054949,335193.8117461208,,
tcp,1024,0.002786363,367504.1622358609,,
tcp,1024,0.002569615,398503.2777283757,,
tcp,1024,0.003013026,339857.6713244426,,
tcp,1024,0.003235715,316467.9213095096,,
tcp,1024,0.003350396,305635.5129363813,,
tcp,1024,0.002453791,417313.4549764018,,
tcp,1024,0.003052174,335498.5659402118,,
tcp,1024,0.002866062,357284.664462946,,
tcp,1024,0.003099762,330347.9428420634,,
tcp,1024,0.002905188,352472.8864362651,,
tcp,1024,0.002916214,351140.21124649973,,
tcp,1024,0.002854949,358675.40891273366,,
tcp,1024,0.002639059,388017.09245606104,,
tcp,1024,0.003079039,332571.2990319382,,
tcp,1024,0.002637312,388274.1215298,,
tcp,1024,0.002197686,465944.63449282566,,
tcp,1024,0.003148484,325235.8913051488,,
tcp,1024,0.002823517,362668.2608958968,,
tcp,1024,0.002889371,354402.39415429864,,
tcp,1024,0.002988623,342632.71078352805,,
tcp,1024,0.002930342,349447.2658822759,,
tcp,1024,0.002880982,355434.3623111842,,
tcp,1024,0.003176975,322319.1872772055,,
tcp,1024,0.003103431,329957.3923183728,,
tcp,1024,0.002949416,347187.37539906206,,
tcp,1024,0.002978507,343796.40538027947,,
tcp,1024,0.003004753,340793.4029852038,,
tcp,1024,0.002989176,342569.3234523494,,
tcp,1024,0.003008429,340376.98745757336,,
tcp,1024,0.002956829,346316.9496781857,,
tcp,1024,0.002898113,353333.3586371546,,
tcp,1024,0.00308269,332177.4164771677,,
tcp,1024,0.003002998,340992.56809361844,,
tcp,16384,0.008167652,2005962.0561698761,,
tcp,16384,0.005249915,3120812.432201283,,
tcp,16384,0.005059781,3238084.8103900147,,
tcp,16384,0.006088814,2690836.0150269005,,
tcp,16384,0.004954107,3307155.0533728884,,
tcp,16384,0.004982784,3288121.6605014387,,
tcp,16384,0.005067422,3233202.208144496,,
tcp,16384,0.0053576,3058085.710019412,,
tcp,16384,0.005772556,2838257.437433262,,
tcp,16384,0.005586021,2933035.8765210514,,
tcp,16384,0.005323975,3077399.875093328,,
tcp,16384,0.005314461,3082909.06641332,,
tcp,16384,0.005391834,3038669.2171902917,,
tcp,16384,0.005460016,3000723.807402762,,
tcp,16384,0.00529742,3092826.3192270957,,
tcp,16384,0.004749463,3449653.1502614086,,
tcp,16384,0.006333353,2586939.335293643,,
tcp,16384,0.005400672,3033696.547392621,,
tcp,16384,0.005557425,2948127.9549431615,,
tcp,16384,0.0058403,2805335.34236255,,
tcp,16384,0.005810985,2819487.573965515,,
tcp,16384,0.005453625,3004240.2988837697,,
tcp,16384,0.006634815,2469398.167092828,,
tcp,16384,0.006277939,2609773.685281109,,
tcp,16384,0.005332259,3072618.940677863,,
tcp,16384,0.005796516,2826525.450805277,,
tcp,16384,0.005776422,2836357.8699755664,,
tcp,16384,0.00592822,2763730.090988526,,
tcp,16384,0.005433899,3015146.2145321434,,
tcp,16384,0.005121837,3198852.286786948,,
tcp,16384,0.004958564,3304182.4205556284,,
tcp,16384,0.005036159,3253272.98045991,,
tcp,16384,0.005811798,2819093.1618752065,,
tcp,16384,0.004834205,3389181.8820261033,,
tcp,16384,0.00521764,3140116.987756917,,
tcp,16384,0.005632091,2909043.905718143,,
tcp,16384,0.004994307,3280535.21739853,,
tcp,16384,0.006592786,2485140.5763815176,,
tcp,16384,0.005317107,3081374.890518472,,
tcp,16384,0.005142319,3186111.168910369,,
tcp,16384,0.010220991,1602975.6801468662,,
tcp,16384,0.005875535,2788512.0248624166,,
tcp,16384,0.004872454,3362576.6400257447,,
tcp,16384,0.00515986,3175279.9494559933,,
tcp,16384,0.005184795,3160009.2192651783,,
tcp,16384,0.005277202,3104675.5458669197,,
tcp,16384,0.006180027,2651121.1035162145,,
tcp,16384,0.005844156,2803484.3696848615,,
tcp,16384,0.004715512,3474490.1508044093,,
tcp,16384,0.004729619,3464126.814443193,,
tcp,16384,0.006203856,2640938.1520138443,,
tcp,16384,0.005622517,2913997.4143252927,,
tcp,16384,0.006323249,2591073.0385597656,,
tcp,16384,0.005630218,2910011.654966113,,
tcp,16384,0.005467573,2996576.3602973386,,
tcp,16384,0.005578338,2937075.5232113935,,
tcp,16384,0.005305894,3087886.7915567104,,
tcp,16384,0.00703699,2328268.194213719,,
tcp,16384,0.005891253,2781072.209935645,,
tcp,16384,0.005301431,3090486.3234096607,,
tcp,16384,0.00582468,2812858.3887870237,,
tcp,16384,0.005184884,3159954.9768133676,,
tcp,16384,0.004938633,3317517.2157963547,,
tcp,16384,0.005364096,3054382.3227623072,,
tcp,65536,0.019523682,3356743.876488052,,
tcp,65536,0.016974929,3860752.525091563,,
tcp,65536,0.016016826,4091697.069069739,,
tcp,65536,0.017652788,3712501.3907151665,,
tcp,65536,0.017634287,3716396.358979527,,
tcp,65536,0.018345099,3572398.273784186,,
tcp,65536,0.018583144,3526636.8274388877,,
tcp,65536,0.016581174,3952434.2486243737,,
tcp,65536,0.014502657,4518896.0891786935,,
tcp,65536,0.016234436,4036851.0492141517,,
tcp,65536,0.014640935,4476216.853636738,,
tcp,65536,0.015105414,4338576.883758366,,
tcp,65536,0.01532724,4275786.116743784,,
tcp,65536,0.015156316,4324005.9127825,,
tcp,65536,0.016312307,4017580.1007178198,,
tcp,65536,0.014039714,4667901.354685715,,
tcp,65536,0.014685335,4462683.350430889,,
tcp,65536,0.01631717,4016382.7428408237,,
tcp,65536,0.01628583,4024111.758504172,,
tcp,65536,0.014767993,4437705.245391165,,
tcp,65536,0.013412968,4886017.770265313,,
tcp,65536,0.015549254,4214735.960966359,,
tcp,65536,0.013853239,4730734.812270257,,
tcp,65536,0.016702654,3923687.8163194903,,
tcp,65536,0.014736587,4447162.697848558,,
tcp,65536,0.015010314,4366064.5606747465,,
tcp,65536,0.013214841,4959272.684400819,,
tcp,65536,0.015673926,4181211.522882014,,
tcp,65536,0.017136756,3824294.3997101905,,
tcp,65536,0.013934888,4703015.912291509,,
tcp,65536,0.015246724,4298365.996524893,,
tcp,65536,0.014451206,4534984.831023792,,
tcp,65536,0.013797533,4749834.626233544,,
tcp,65536,0.014296663,4584006.771370354,,
tcp,65536,0.012767784,5132918.915294932,,
tcp,65536,0.013733949,4771824.913577297,,
tcp,65536,0.01658663,3951134.1363495775,,
tcp,65536,0.015011016,4365860.378804472,,
tcp,65536,0.013900041,4714806.236902467,,
tcp,65536,0.016253795,4032042.9782706127,,
tcp,65536,0.01315065,4983479.904035162,,
tcp,65536,0.014065156,4659457.740817094,,
tcp,65536,0.012668088,5173314.236528828,,
tcp,65536,0.015459307,4239258.590310678,,
tcp,65536,0.014879255,4404521.59735148,,
tcp,65536,0.013146846,4984921.858824543,,
tcp,65536,0.01314427,4985898.798487858,,
tcp,65536,0.014267886,4593252.286989116,,
tcp,65536,0.013739105,4770034.147056886,,
tcp,65536,0.016155766,4056508.369829076,,
tcp,65536,0.015516468,4223641.617409322,,
tcp,65536,0.015492461,4230186.540408267,,
tcp,65536,0.014335078,4571722.59544036,,
tcp,65536,0.0128763,5089660.849778275,,
tcp,65536,0.011698481,5602094.836073162,,
tcp,65536,0.013814259,4744083.631268242,,
tcp,65536,0.014852539,4412444.229232457,,
tcp,65536,0.013480716,4861462.848115782,,
tcp,65536,0.01873443,3498158.2039058567,,
tcp,65536,0.014561596,4500605.565488838,,
tcp,65536,0.016557454,3958096.456133896,,
tcp,65536,0.014399759,4551187.280287121,,
tcp,65536,0.014023264,4673377.03975337,,
tcp,65536,0.014859015,4410521.155002535,,
tcp,262144,0.051352799,5104765.564969497,,
tcp,262144,0.050687526,5171765.534581427,,
tcp,262144,0.048848525,5366467.052996995,,
tcp,262144,0.051302884,5109732.232597294,,
tcp,262144,0.048575702,5396607.546711317,,
tcp,262144,0.044902985,5838008.319491454,,
tcp,262144,0.054766095,4786611.132307315,,
tcp,262144,0.048977354,5352351.211133211,,
tcp,262144,0.054596949,4801440.4614441,,
tcp,262144,0.051195027,5120497.348306897,,
tcp,262144,0.057076778,4592831.0809695665,,
tcp,262144,0.059192644,4428658.398837531,,
tcp,262144,0.059058823,4438693.266880716,,
tcp,262144,0.051081164,5131911.246188517,,
tcp,262144,0.049368442,5309950.838634932,,
tcp,262144,0.051053296,5134712.556070817,,
tcp,262144,0.050079116,5234597.192170884,,
tcp,262144,0.049376964,5309034.391016831,,
tcp,262144,0.048180092,5440919.456940846,,
tcp,262144,0.048932658,5357240.148287061,,
tcp,262144,0.049557897,5289651.415192215,,
tcp,262144,0.04569648,5736634.419106242,,
tcp,262144,0.05004688,5237968.880377757,,
tcp,262144,0.049861373,5257456.508467988,,
tcp,262144,0.056664368,4626258.2510405835,,
